id,run_id,rps_target,users_count,ramp_duration_minutes,hold_duration_minutes,ramp_down_duration_minutes,simulation_class,gatling_version,config_json
2,EVA_RO_STA_20250804164126,13.045,1,,6.883333333333334,,simulations.EVA.DYNAMIC,3.10.3,"{""results_directory"": ""src/performance/results/gatling-20250804164126615"", ""total_requests"": 5400, ""total_ok"": 0, ""total_ko"": 5400, ""avg_response_time"": 126.8}"
1,EVA_RO_STA_20250804190731,4.8149999999999995,1,,0.43333333333333335,,simulations.EVA.DYNAMIC,3.10.3,"{""results_directory"": ""src/performance/results/gatling-20250804190731517"", ""total_requests"": 130, ""total_ok"": 130, ""total_ko"": 0, ""avg_response_time"": 293.8}"
